CustomerAccountNumber,TotalAmount,AvgAmount,TransactionCount,AvgBalance
CUST12853412878,1035.42,1035.42,1,20170.12
CUST12855310984,513.03,513.03,1,374927.59
CUST12859549723,2454.85,2454.85,1,318635.47
CUST12862233014,927.28,927.28,1,37958.51
CUST12862480683,451.12,451.12,1,386602.26
CUST12863703547,173.28,173.28,1,234347.29
CUST12864636027,1083.55,1083.55,1,188237.61
CUST12865689148,502.21,502.21,1,223027.24
CUST12866845729,1924.04,1924.04,1,439535.69
CUST12867422496,1372.3,1372.3,1,263086.53
CUST12875670245,2270.19,2270.19,1,220900.88
CUST12875770153,541.11,541.11,1,364816.75
CUST12885805971,400.41,400.41,1,202954.59
CUST12891649044,296.42,296.42,1,370398.38
CUST12901836726,1167.83,1167.83,1,20055.49
CUST12909427777,456.96,456.96,1,341659.58
CUST12911035770,310.14,310.14,1,211688.97
CUST12916309771,15543.9,15543.9,1,303772.45
CUST12919344399,7053.09,7053.09,1,402288.58
CUST12935645667,2142.88,2142.88,1,388344.37
CUST12937199261,1344.2,1344.2,1,102578.1
CUST12940460125,5492.56,5492.56,1,154840.03
CUST12963240620,1379.54,1379.54,1,61853.13
CUST12965572185,513.1,513.1,1,303675.86
CUST12968207078,871.21,871.21,1,394733.65
CUST12970434209,195.4,195.4,1,325308.42
CUST12971158711,278.23,278.23,1,434435.91
CUST12971330146,4495.46,4495.46,1,112494.55
CUST12975519300,661.37,661.37,1,225532.82
CUST12984662402,3403.51,3403.51,1,82074.92
CUST12985979647,978.81,978.81,1,161790.4
CUST12987653602,269.82,269.82,1,352091.32
CUST12989649632,671.64,671.64,1,275580.11
CUST12994292782,429.09,429.09,1,229378.72
CUST12994996386,886.27,886.27,1,202800.06
CUST12995156644,865.43,865.43,1,367356.91
CUST13004669688,1338.91,1338.91,1,306946.36
CUST13004851297,17.42,17.42,1,409657.2
CUST13011204942,2822.76,2822.76,1,353293.35
CUST13014839556,179.85,179.85,1,106745.69
CUST13024145803,1830.59,1830.59,1,116249.4
CUST13033090123,9693.68,9693.68,1,295386.36
CUST13033524076,653.45,653.45,1,415377.71
CUST13033928000,1090.33,1090.33,1,238269.82
CUST13041525264,1033.37,1033.37,1,320330.15
CUST13047011185,684.21,684.21,1,61731.18
CUST13052163662,310.69,310.69,1,10578.4
CUST13053593522,1391.97,1391.97,1,493543.81
CUST13063771266,305.09,305.09,1,65312.65
CUST13064610872,242.99,242.99,1,217446.09
CUST13067931255,2448.38,2448.38,1,257528.09
CUST13068262799,11711.64,11711.64,1,152075.94
CUST13074047727,240.14,240.14,1,191396.19
CUST13076124878,632.66,632.66,1,89483.97
CUST13078435970,207.33,207.33,1,196226.3
CUST13091301369,244.79,244.79,1,216700.06
CUST13096261626,2091.09,2091.09,1,382940.67
CUST13097280753,19516.32,19516.32,1,436686.37
CUST13102480345,92.43,92.43,1,426147.1
CUST13102693976,9000.88,9000.88,1,31205.21
CUST13103138427,1588.98,1588.98,1,11323.44
CUST13105710733,1025.31,1025.31,1,476890.19
CUST13111771399,6923.14,6923.14,1,286834.63
CUST13112940889,1784.06,1784.06,1,243852.54
CUST13116056606,6926.77,6926.77,1,387360.25
CUST13116958083,366.31,366.31,1,46816.67
CUST13118802311,151.98,151.98,1,237235.93
CUST13119105610,366.31,366.31,1,431137.64
CUST13119544987,894.56,894.56,1,346893.2
CUST13120105350,2494.38,2494.38,1,213188.38
CUST13121203389,2193.43,2193.43,1,274748.05
CUST13126014455,14544.77,14544.77,1,445783.34
CUST13127641253,2129.92,2129.92,1,475429.36
CUST13128477262,338.99,338.99,1,391223.5
CUST13148576603,11.68,11.68,1,142332.71
CUST13149347855,1237.43,1237.43,1,6632.4
CUST13154088920,4158.64,4158.64,1,478170.88
CUST13157135344,4618.34,4618.34,1,17732.57
CUST13163841703,1275.49,1275.49,1,137181.63
CUST13173221282,1020.28,1020.28,1,96981.48
CUST13174201257,715.28,715.28,1,314871.61
CUST13186557242,686.57,686.57,1,458049.8
CUST13188572874,1158.8,1158.8,1,441070.76
CUST13191325196,1007.78,1007.78,1,273187.79
CUST13191359303,277.28,277.28,1,455739.8
CUST13195490662,186.45,186.45,1,11836.31
CUST13200481805,1028.15,1028.15,1,106771.5
CUST13210242543,826.86,826.86,1,448203.72
CUST13214472918,154.16,154.16,1,300587.06
CUST13224276687,1187.33,1187.33,1,435448.35
CUST13226361338,78.87,78.87,1,224358.41
CUST13227894703,1055.78,1055.78,1,181665.83
CUST13229902784,2385.32,2385.32,1,148217.29
CUST13229940028,476.28,476.28,1,168546.89
CUST13237791921,163.53,163.53,1,492852.97
CUST13241487104,280.9,280.9,1,329866.22
CUST13247280015,22.02,22.02,1,460989.04
CUST13248544393,572.38,572.38,1,155910.78
CUST13264974686,684.46,684.46,1,251066.54
CUST13269619432,478.78,478.78,1,321226.74
CUST13276490776,710.23,710.23,1,398016.26
CUST13277173349,3688.49,3688.49,1,347033.84
CUST13277891116,732.45,732.45,1,327732.13
CUST13278108191,3154.51,3154.51,1,407225.9
CUST13279590011,1117.9,1117.9,1,195048.74
CUST13296384537,1065.41,1065.41,1,150827.74
CUST13305341833,1150.33,1150.33,1,205731.9
CUST13306234655,469.99,469.99,1,194314.56
CUST13309289925,260.12,260.12,1,218103.64
CUST13314252766,135.56,135.56,1,152008.59
CUST13327561429,3286.72,3286.72,1,466510.26
CUST13328030735,806.52,806.52,1,443774.69
CUST13336409392,381.18,381.18,1,247569.43
CUST13348925441,3855.09,3855.09,1,425036.01
CUST13356180186,3280.34,3280.34,1,71964.48
CUST13369343721,133.7,133.7,1,108070.02
CUST13370904531,1040.71,1040.71,1,419728.87
CUST13374752901,564.17,564.17,1,276291.01
CUST13379767222,174.79,174.79,1,460925.54
CUST13395302985,13736.1,13736.1,1,301125.49
CUST13400256371,733.07,733.07,1,90475.63
CUST13408399928,1876.37,1876.37,1,100342.57
CUST13411393967,351.58,351.58,1,134876.55
CUST13411925406,251.58,251.58,1,149273.4
CUST13420969352,381.74,381.74,1,410468.32
CUST13432676920,250.34,250.34,1,72073.88
CUST13437105617,8329.8,8329.8,1,180669.21
CUST13439474719,312.8,312.8,1,132360.15
CUST13445276366,4229.85,4229.85,1,176307.17
CUST13447283430,464.09,464.09,1,195176.22
CUST13452049237,617.75,617.75,1,206883.64
CUST13454680844,9937.44,9937.44,1,119751.36
CUST13454971560,3123.99,3123.99,1,259120.76
CUST13457320928,1138.71,1138.71,1,168160.45
CUST13466096192,259.4,259.4,1,305403.14
CUST13469737787,1262.72,1262.72,1,208125.61
CUST13475641005,315.15,315.15,1,276956.81
CUST13484672068,4960.91,4960.91,1,12666.77
CUST13487152179,88.55,88.55,1,110734.47
CUST13493598410,976.55,976.55,1,128040.91
CUST13507478693,867.12,867.12,1,28303.83
CUST13509054841,121.94,121.94,1,208471.22
CUST13509549842,481.85,481.85,1,69588.51
CUST13517686421,523.04,523.04,1,452446.03
CUST13520073513,969.03,969.03,1,465687.07
CUST13525269816,337.04,337.04,1,195562.63
CUST13543408131,157.16,157.16,1,178465.26
CUST13550057836,835.11,835.11,1,10502.13
CUST13562642278,2948.36,2948.36,1,345202.9
CUST13570177339,5174.21,5174.21,1,140110.37
CUST13570449895,886.7,886.7,1,260153.36
CUST13579859094,196.31,196.31,1,152126.19
CUST13582475407,588.12,588.12,1,176187.38
CUST13584014860,736.94,736.94,1,468278.22
CUST13584513701,4322.77,4322.77,1,424243.31
CUST13587336125,180.33,180.33,1,274938.25
CUST13588267224,190.86,190.86,1,127676.83
CUST13590866579,2955.13,2955.13,1,230785.5
CUST13593490189,2453.73,2453.73,1,292103.45
CUST13593551669,2810.91,2810.91,1,462868.91
CUST13599762395,251.63,251.63,1,121642.16
CUST13602321021,1727.3,1727.3,1,183733.64
CUST13602805444,1269.68,1269.68,1,321858.69
CUST13609423123,318.17,318.17,1,120296.6
CUST13611384009,1257.29,1257.29,1,481583.0
CUST13622057118,2210.22,2210.22,1,176281.46
CUST13627550247,438.07,438.07,1,306752.22
CUST13632959610,4060.85,4060.85,1,16051.49
CUST13639490878,512.47,512.47,1,262537.61
CUST13641567591,1331.59,1331.59,1,355620.36
CUST13642026429,4076.77,4076.77,1,82320.98
CUST13643354308,981.82,981.82,1,273825.48
CUST13644445546,4519.73,4519.73,1,491525.13
CUST13649712827,1327.28,1327.28,1,83520.93
CUST13650022492,525.83,525.83,1,394561.14
CUST13653552455,587.09,587.09,1,376380.69
CUST13653718979,99.12,99.12,1,213900.09
CUST13659682941,2341.12,2341.12,1,339226.73
CUST13660349277,3339.35,3339.35,1,129539.76
CUST13666264289,163.45,163.45,1,204236.34
CUST13677161167,1071.95,1071.95,1,151254.13
CUST13679461704,2170.46,2170.46,1,277092.21
CUST13701700425,394.61,394.61,1,174182.52
CUST13702324451,1821.6,1821.6,1,65644.5
CUST13704071210,15267.53,15267.53,1,405777.64
CUST13707910180,141.28,141.28,1,451668.48
CUST13710851750,649.95,649.95,1,11934.98
CUST13718953738,421.96,421.96,1,301580.87
CUST13719149420,2029.11,2029.11,1,38217.88
CUST13737379863,507.42,507.42,1,442456.79
CUST13740355213,948.2,948.2,1,265879.91
CUST13746122073,6036.86,6036.86,1,462868.29
CUST13750174605,1194.65,1194.65,1,155486.8
CUST13751509023,582.53,582.53,1,138241.68
CUST13759233881,222.21,222.21,1,384846.86
CUST13762766064,246.24,246.24,1,143795.3
CUST13764987358,1738.55,1738.55,1,261312.28
CUST13766466385,1227.31,1227.31,1,404268.16
CUST13771295822,259.52,259.52,1,97179.34
CUST13778023253,1909.06,1909.06,1,51426.94
CUST13779966855,195.54,195.54,1,172243.56
CUST13795408776,414.75,414.75,1,54264.9
CUST13803315121,661.62,661.62,1,66308.29
CUST13803532695,611.0,611.0,1,76209.96
CUST13806400038,403.67,403.67,1,160667.56
CUST13815986982,189.61,189.61,1,450400.95
CUST13816481362,1975.09,1975.09,1,127526.51
CUST13820789990,195.87,195.87,1,407187.41
CUST13831845850,1156.3,1156.3,1,166389.88
CUST13839526832,2380.17,2380.17,1,97658.73
CUST13842109655,591.45,591.45,1,193545.8
CUST13849725003,616.11,616.11,1,364690.41
CUST13850402048,1332.81,1332.81,1,392800.84
CUST13859561129,707.27,707.27,1,23034.46
CUST13866411723,1464.69,1464.69,1,113987.37
CUST13870549747,823.23,823.23,1,485296.55
CUST13871939414,11423.82,11423.82,1,453962.56
CUST13874121352,4439.81,4439.81,1,319838.89
CUST13877931622,330.45,330.45,1,257595.42
CUST13882313972,238.07,238.07,1,190249.56
CUST13887165671,303.78,303.78,1,488692.9
CUST13894499587,146.99,146.99,1,448721.75
CUST13899841759,416.13,416.13,1,379643.28
CUST13904554290,304.7,304.7,1,357661.17
CUST13905547300,1435.47,1435.47,1,461853.46
CUST13906463598,389.6,389.6,1,117226.75
CUST13912834306,2181.48,2181.48,1,355256.12
CUST13916740713,8635.65,8635.65,1,237238.41
CUST13917675308,1344.53,1344.53,1,1368.0
CUST13918153484,366.06,366.06,1,381189.9
CUST13925618479,115.6,115.6,1,378909.5
CUST13932867835,332.94,332.94,1,306713.09
CUST13933874830,1758.96,1758.96,1,430949.09
CUST13937421070,873.11,873.11,1,340372.32
CUST13945432939,192.06,192.06,1,42286.65
CUST13955213125,2767.77,2767.77,1,392178.91
CUST13958358292,3703.63,3703.63,1,443598.56
CUST13959618533,246.83,246.83,1,273918.34
CUST13966214660,2383.14,2383.14,1,270764.74
CUST13972827602,111.06,111.06,1,479747.66
CUST13974460167,844.28,844.28,1,120758.59
CUST13980322777,1718.27,1718.27,1,325543.0
CUST13981755703,2727.03,2727.03,1,359946.71
CUST13983601168,215.14,215.14,1,144652.98
CUST13984628629,1708.48,1708.48,1,2297.93
CUST13987655058,5455.3,5455.3,1,443159.02
CUST13989395723,7108.47,7108.47,1,264485.5
CUST13991837274,6050.03,6050.03,1,88310.63
CUST14003224088,1808.99,1808.99,1,89680.81
CUST14028422701,954.06,954.06,1,398042.28
CUST14030146758,2763.97,2763.97,1,59049.19
CUST14040903047,391.1,391.1,1,489591.52
CUST14041230033,427.85,427.85,1,166494.62
CUST14041351472,5908.46,5908.46,1,287676.94
CUST14042546768,1395.01,1395.01,1,52209.55
CUST14042594928,205.52,205.52,1,205574.91
CUST14045709170,542.62,542.62,1,351495.41
CUST14049189382,184.93,184.93,1,238201.23
CUST14053429021,417.38,417.38,1,104561.77
CUST14061400527,570.41,570.41,1,185889.98
CUST14064787285,1467.39,1467.39,1,273258.67
CUST14065650836,2378.95,2378.95,1,345142.24
CUST14067381341,1545.59,1545.59,1,374297.11
CUST14068157156,524.54,524.54,1,395045.09
CUST14076861612,74.25,74.25,1,117397.31
CUST14079560593,86.87,86.87,1,333121.93
CUST14080129429,655.18,655.18,1,48152.87
CUST14107150168,4882.38,4882.38,1,140609.3
CUST14114461076,1022.95,1022.95,1,241298.09
CUST14114851535,141.87,141.87,1,363068.88
CUST14117609913,393.77,393.77,1,405617.52
CUST14118284238,1652.3,1652.3,1,192643.21
CUST14127098234,520.05,520.05,1,489670.58
CUST14140504463,13910.97,13910.97,1,166580.78
CUST14146002671,239.34,239.34,1,313179.47
CUST14152233423,1604.39,1604.39,1,343759.21
CUST14154589472,313.74,313.74,1,221270.99
CUST14156686131,180.28,180.28,1,156985.15
CUST14156826580,881.09,881.09,1,4023.3
CUST14163892930,1450.12,1450.12,1,379119.0
CUST14166324392,355.1,355.1,1,106155.85
CUST14170679174,721.31,721.31,1,491745.53
CUST14172527256,524.46,524.46,1,492710.09
CUST14173107724,2207.13,2207.13,1,294941.64
CUST14175421264,432.15,432.15,1,374129.3
CUST14177273628,436.77,436.77,1,200294.67
CUST14178229051,341.87,341.87,1,161121.68
CUST14180733371,217.15,217.15,1,447265.51
CUST14181396958,19039.51,19039.51,1,172042.56
CUST14183484480,1013.63,1013.63,1,116956.62
CUST14193952271,725.2,725.2,1,394979.58
CUST14203920795,621.91,621.91,1,309318.72
CUST14205680331,386.56,386.56,1,458029.97
CUST14207986409,1111.16,1111.16,1,173941.67
CUST14211844236,702.63,702.63,1,412936.27
CUST14212727314,1273.15,1273.15,1,458508.83
CUST14214791929,1234.61,1234.61,1,461009.39
CUST14224829352,275.34,275.34,1,150003.07
CUST14225884103,1175.41,1175.41,1,347695.1
CUST14238778927,2501.76,2501.76,1,181625.78
CUST14241177193,5404.97,5404.97,1,266636.31
CUST14241485458,272.02,272.02,1,207341.19
CUST14245278487,15755.89,15755.89,1,123360.03
CUST14249200648,244.5,244.5,1,109928.78
CUST14249633536,4069.88,4069.88,1,369011.42
CUST14249815064,638.44,638.44,1,407336.09
CUST14258546504,2067.55,2067.55,1,90816.79
CUST14258783535,226.66,226.66,1,288040.59
CUST14267119550,407.71,407.71,1,213392.23
CUST14268447342,1418.63,1418.63,1,343726.9
CUST14272691035,505.13,505.13,1,486970.27
CUST14276056233,903.64,903.64,1,111909.01
CUST14277072865,72.72,72.72,1,154630.43
CUST14281889063,8907.27,8907.27,1,185399.78
CUST14284444518,440.92,440.92,1,487118.42
CUST14291101111,567.69,567.69,1,364257.91
CUST14291796474,1176.77,1176.77,1,275116.46
CUST14296904130,4958.82,4958.82,1,295883.26
CUST14298466060,835.05,835.05,1,406295.34
CUST14299802241,1759.71,1759.71,1,441751.07
CUST14300989082,305.82,305.82,1,420665.09
CUST14304736119,941.55,941.55,1,306324.75
CUST14309590687,684.79,684.79,1,151058.76
CUST14309622194,115.92,115.92,1,179243.73
CUST14311426155,2825.89,2825.89,1,372627.43
CUST14314847564,372.37,372.37,1,105994.61
CUST14316031659,8377.38,8377.38,1,71858.63
CUST14319153624,2022.77,2022.77,1,180949.24
CUST14328125912,2619.91,2619.91,1,296073.7
CUST14330145449,181.03,181.03,1,232096.03
CUST14330493432,198.07,198.07,1,161136.87
CUST14332335528,242.33,242.33,1,235178.4
CUST14332576976,236.98,236.98,1,332198.66
CUST14336212932,11319.47,11319.47,1,467953.46
CUST14341217202,719.79,719.79,1,338104.38
CUST14363838905,1143.65,1143.65,1,256701.15
CUST14370876858,854.57,854.57,1,435556.51
CUST14376129455,333.72,333.72,1,46036.96
CUST14376176581,1455.77,1455.77,1,304213.76
CUST14379493406,163.79,163.79,1,140633.53
CUST14387949722,2174.82,2174.82,1,250171.03
CUST14391366774,690.56,690.56,1,368966.2
CUST14393720193,1715.8,1715.8,1,450114.47
CUST14393945613,126.82,126.82,1,156670.42
CUST14394964038,2996.77,2996.77,1,277065.89
CUST14398438274,113.78,113.78,1,467633.34
CUST14399835930,127.05,127.05,1,142377.53
CUST14414801610,1195.84,1195.84,1,148528.59
CUST14415901439,1273.33,1273.33,1,129370.28
CUST14416955891,505.21,505.21,1,209629.51
CUST14418019669,622.49,622.49,1,80227.18
CUST14420876181,948.47,948.47,1,140204.53
CUST14427394976,407.68,407.68,1,140784.63
CUST14432267170,3988.36,3988.36,1,490484.19
CUST14437807889,939.11,939.11,1,194597.19
CUST14439370786,1913.84,1913.84,1,284431.56
CUST14440263510,253.79,253.79,1,14046.32
CUST14455729186,2097.69,2097.69,1,113810.22
CUST14456288018,2685.83,2685.83,1,250652.59
CUST14469907700,1559.02,1559.02,1,255651.46
CUST14476979605,1777.36,1777.36,1,260357.7
CUST14477754427,234.15,234.15,1,59751.7
CUST14487320168,466.25,466.25,1,332146.63
CUST14490950583,756.42,756.42,1,470404.81
CUST14493321328,239.34,239.34,1,359258.18
CUST14494240156,81.28,81.28,1,407282.95
CUST14495760745,328.72,328.72,1,79681.94
CUST14496328963,182.65,182.65,1,90444.1
CUST14501415428,1850.91,1850.91,1,368993.79
CUST14502883490,72.64,72.64,1,289316.25
CUST14512138736,1061.44,1061.44,1,455948.93
CUST14519278508,14682.84,14682.84,1,340667.62
CUST14527611709,741.47,741.47,1,361969.83
CUST14529052248,588.18,588.18,1,91371.26
CUST14535233605,1512.55,1512.55,1,6556.88
CUST14535384752,1217.32,1217.32,1,53062.04
CUST14540341243,903.7,903.7,1,17139.0
CUST14540490283,846.59,846.59,1,373393.21
CUST14544054613,1409.05,1409.05,1,127492.14
CUST14549520479,1919.55,1919.55,1,136611.31
CUST14553277601,303.56,303.56,1,2548.52
CUST14554191716,749.42,749.42,1,4039.63
CUST14563438860,1128.28,1128.28,1,371134.46
CUST14570879936,279.78,279.78,1,455588.71
CUST14574158500,276.95,276.95,1,8629.44
CUST14576567047,89.18,89.18,1,478369.44
CUST14581015218,35281.88,35281.88,1,427189.68
CUST14588091667,1487.83,1487.83,1,172908.7
CUST14591675564,111.94,111.94,1,406804.21
CUST14596763270,136.69,136.69,1,241161.45
CUST14597299383,497.57,497.57,1,363171.84
CUST14603592113,329.23,329.23,1,11192.06
CUST14607863028,1512.77,1512.77,1,370114.65
CUST14609355242,612.65,612.65,1,161405.38
CUST14612006581,2130.55,2130.55,1,217643.42
CUST14613796470,391.55,391.55,1,374054.99
CUST14613812729,455.61,455.61,1,413711.47
CUST14614409633,2949.77,2949.77,1,113108.07
CUST14616763792,6314.23,6314.23,1,248897.3
CUST14617480758,1235.17,1235.17,1,281774.32
CUST14618578894,2395.07,2395.07,1,240480.85
CUST14619752926,735.17,735.17,1,190749.95
CUST14620246452,1059.42,1059.42,1,285897.46
CUST14624420728,134.27,134.27,1,438165.04
CUST14627535905,1547.7,1547.7,1,198205.34
CUST14630542115,117.01,117.01,1,120783.61
CUST14637956727,439.94,439.94,1,287933.05
CUST14639190292,284.77,284.77,1,479975.9
CUST14642622213,3622.25,3622.25,1,305474.95
CUST14646666467,1779.95,1779.95,1,231577.07
CUST14652794213,561.21,561.21,1,367920.73
CUST14656094862,844.17,844.17,1,55715.94
CUST14656477504,1530.03,1530.03,1,315288.96
CUST14656746413,633.55,633.55,1,224993.72
CUST14656985318,2197.16,2197.16,1,189185.13
CUST14658130941,991.1,991.1,1,31422.05
CUST14660628960,186.49,186.49,1,432188.43
CUST14661519498,447.33,447.33,1,192179.23
CUST14662361652,4625.19,4625.19,1,232052.89
CUST14666391443,12633.25,12633.25,1,118700.86
CUST14671647483,887.45,887.45,1,165336.98
CUST14671683568,298.84,298.84,1,118055.13
CUST14674113919,13578.13,13578.13,1,419875.6
CUST14674887840,215.76,215.76,1,42753.57
CUST14675642901,857.23,857.23,1,16632.25
CUST14681067421,1850.09,1850.09,1,136153.24
CUST14681936500,12582.4,12582.4,1,324465.73
CUST14686114482,5714.55,5714.55,1,306180.1
CUST14694756071,630.63,630.63,1,71004.0
CUST14695128258,171.36,171.36,1,339713.4
CUST14704892007,2799.39,2799.39,1,111427.09
CUST14705096020,429.37,429.37,1,358340.9
CUST14710280055,378.52,378.52,1,483065.85
CUST14712578437,403.6,403.6,1,480239.39
CUST14737012339,770.6,770.6,1,89630.82
CUST14739168893,13342.15,13342.15,1,383044.58
CUST14739841472,1806.36,1806.36,1,139387.25
CUST14752786751,105.77,105.77,1,53392.11
CUST14761999843,2466.79,2466.79,1,395677.12
CUST14762101454,276.74,276.74,1,117881.52
CUST14762137959,1728.72,1728.72,1,378396.14
CUST14772881380,55009.51,55009.51,1,104855.86
CUST14775212648,375.81,375.81,1,120650.84
CUST14783152996,420.26,420.26,1,99486.44
CUST14784314517,728.95,728.95,1,400504.73
CUST14786229762,758.13,758.13,1,285592.43
CUST14791814566,230.56,230.56,1,140874.91
CUST14800115207,369.83,369.83,1,237487.94
CUST14800198742,1321.17,1321.17,1,217893.97
CUST14808468304,643.74,643.74,1,375146.9
CUST14810317120,1467.82,1467.82,1,281823.83
CUST14826619530,584.8,584.8,1,441505.49
